Year,State,State ANSI,Data Item,Value
2019,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",50
2019,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN $",3768000
2019,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB",752000
2019,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",47
2019,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN $",29743000
2019,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB",19440000
2019,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",72
2019,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN $",2120000
2019,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB",456000
2019,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",57
2019,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN $",17388000
2019,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB",7560000
2019,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",60
2019,UTAH,49,"HONEY - PRODUCTION, MEASURED IN $",1314000
2019,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB",638000
2019,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",29
2019,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN $",1250000
2019,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB",288000
2019,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2019,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN $",1464000
2019,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB",195000
2019,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2019,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN $",6010000
2019,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB",2835000
2019,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",35
2019,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN $",999000
2019,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB",222000
2019,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",37
2019,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN $",6464000
2019,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB",2162000
2019,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",47
2019,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN $",2948000
2019,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB",2184000
2019,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2018,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN $",1004000
2018,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB",270000
2018,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2018,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN $",2745000
2018,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB",912000
2018,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",38
2018,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN $",2632000
2018,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB",1400000
2018,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",50
2018,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN $",28981000
2018,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB",13735000
2018,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2018,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN $",3050000
2018,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB",1488000
2018,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2018,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN $",25284000
2018,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB",10535000
2018,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",49
2018,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN $",9196000
2018,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB",3332000
2018,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",34
2018,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN $",3362000
2018,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB",1751000
2018,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",103
2018,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN $",5833000
2018,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB",2976000
2018,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",31
2018,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN $",2178000
2018,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB",451000
2018,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2018,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN $",1153000
2018,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB",322000
2018,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2018,IOWA,19,"HONEY - PRODUCTION, MEASURED IN $",4469000
2018,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB",1862000
2018,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",49
2018,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN $",1132000
2018,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB",365000
2018,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",73
2018,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN $",891000
2018,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB",164000
2018,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2018,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN $",7134000
2018,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB",3735000
2018,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",83
2018,MAINE,23,"HONEY - PRODUCTION, MEASURED IN $",1144000
2018,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB",384000
2018,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",32
2018,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN $",10627000
2018,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB",4268000
2018,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2018,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN $",14082000
2018,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB",7259000
2018,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",61
2018,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN $",3602000
2018,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB",1740000
2018,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",87
2018,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN $",1146000
2018,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB",405000
2018,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2018,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN $",27968000
2018,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB",14720000
2018,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",92
2018,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN $",4744000
2018,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB",2360000
2018,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",59
2018,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN $",3010000
2018,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB",403000
2018,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",31
2018,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN $",8709000
2018,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB",2688000
2018,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2018,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN $",1901000
2018,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB",330000
2018,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",33
2018,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN $",74052000
2018,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB",39600000
2018,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",72
2018,OHIO,39,"HONEY - PRODUCTION, MEASURED IN $",3802000
2018,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB",1022000
2018,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",73
2018,OREGON,41,"HONEY - PRODUCTION, MEASURED IN $",7682000
2018,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB",3255000
2018,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",35
2018,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN $",8422000
2018,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1399000
2018,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",39
2018,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN $",3252000
2018,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB",836000
2018,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2018,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN $",2435000
2018,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB",768000
2018,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2018,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN $",22891000
2018,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB",11985000
2018,SOUTH DAKOTA,46,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",47
2018,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN $",1323000
2018,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB",322000
2018,TENNESSEE,47,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2018,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN $",15671000
2018,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB",7392000
2018,TEXAS,48,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2018,UTAH,49,"HONEY - PRODUCTION, MEASURED IN $",2239000
2018,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB",1066000
2018,UTAH,49,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2018,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN $",1263000
2018,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB",336000
2018,VERMONT,50,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",48
2018,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN $",1158000
2018,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB",160000
2018,VIRGINIA,51,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",40
2018,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN $",7119000
2018,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB",3311000
2018,WASHINGTON,53,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2018,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN $",961000
2018,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB",222000
2018,WEST VIRGINIA,54,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",37
2018,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN $",6770000
2018,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB",2295000
2018,WISCONSIN,55,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2018,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN $",4171000
2018,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB",2184000
2018,WYOMING,56,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2017,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN $",907000
2017,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB",315000
2017,ALABAMA,1,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2017,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN $",1751000
2017,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB",880000
2017,ARIZONA,4,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",40
2017,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN $",3885000
2017,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB",1972000
2017,ARKANSAS,5,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",68
2017,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN $",29668000
2017,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB",13735000
2017,CALIFORNIA,6,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2017,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN $",2966000
2017,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB",1419000
2017,COLORADO,8,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2017,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN $",20892000
2017,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB",8815000
2017,FLORIDA,12,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2017,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN $",9504000
2017,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB",3168000
2017,GEORGIA,13,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",32
2017,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN $",3808000
2017,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB",2489000
2017,HAWAII,15,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",131
2017,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN $",7482000
2017,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB",4180000
2017,IDAHO,16,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",44
2017,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN $",2576000
2017,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB",506000
2017,ILLINOIS,17,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2017,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN $",1502000
2017,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB",416000
2017,INDIANA,18,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",52
2017,IOWA,19,"HONEY - PRODUCTION, MEASURED IN $",4588000
2017,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB",2030000
2017,IOWA,19,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",58
2017,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN $",2229000
2017,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB",553000
2017,KANSAS,20,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",79
2017,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN $",785000
2017,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB",190000
2017,KENTUCKY,21,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",38
2017,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN $",6722000
2017,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB",3483000
2017,LOUISIANA,22,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",81
2017,MAINE,23,"HONEY - PRODUCTION, MEASURED IN $",1980000
2017,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB",396000
2017,MAINE,23,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",33
2017,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN $",9474000
2017,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB",3915000
2017,MICHIGAN,26,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",45
2017,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN $",15077000
2017,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB",7812000
2017,MINNESOTA,27,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",62
2017,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN $",2817000
2017,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB",1548000
2017,MISSISSIPPI,28,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",86
2017,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN $",1924000
2017,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB",520000
2017,MISSOURI,29,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",65
2017,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN $",23386000
2017,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB",10440000
2017,MONTANA,30,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",72
2017,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN $",5054000
2017,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB",2646000
2017,NEBRASKA,31,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",63
2017,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN $",3181000
2017,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB",364000
2017,NEW JERSEY,34,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",28
2017,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN $",9672000
2017,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB",3192000
2017,NEW YORK,36,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",56
2017,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN $",2066000
2017,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB",451000
2017,NORTH CAROLINA,37,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",41
2017,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN $",64310000
2017,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB",33670000
2017,NORTH DAKOTA,38,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",74
2017,OHIO,39,"HONEY - PRODUCTION, MEASURED IN $",3548000
2017,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB",1095000
2017,OHIO,39,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",73
2017,OREGON,41,"HONEY - PRODUCTION, MEASURED IN $",6552000
2017,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB",3120000
2017,OREGON,41,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",40
2017,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN $",6725000
2017,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1518000
2017,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",43
2017,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN $",2583000
2017,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB",736000
2017,PENNSYLVANIA,42,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",46
2017,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN $",1469000
2017,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB",544000
2017,SOUTH CAROLINA,45,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",34
